stn_id,stn_name,datetimes,temp,conducted,tds,salinity,deo,depth,ph,nh4,turbid
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 14:00:00,27.15,438.0,285.0,0.21,,0.02,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 14:00:00,31.92,363.0,232.8,0.17,8.26,0.72,8.11,9.38,12.64
S4,วัดมะขาม,2023-09-01 15:00:00,31.57,484.0,309.9,0.23,7.06,0.72,7.69,33.19,12.31
S1,สำแล,2023-09-01 15:00:00,32.01,465.0,297.9,0.22,8.99,0.74,7.99,25.63,28.92
S5,วัดโพธิ์แตงเหนือ,2023-09-01 15:00:00,31.89,364.0,233.5,0.17,8.41,0.56,8.14,8.53,13.02
S1,สำแล,2023-09-01 15:00:00,32.03,458.0,293.2,0.21,9.64,0.73,8.15,32.3,27.15
S4,วัดมะขาม,2023-09-01 15:00:00,31.63,470.0,301.3,0.22,7.12,0.72,7.68,35.17,16.3
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 15:00:00,31.46,8176.0,5342.0,4.52,,0.01,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 15:00:00,31.98,362.0,232.2,0.17,8.32,0.57,8.18,11.23,14.46
T3,วัดบ้านแป้ง,2023-09-01 15:00:00,32.28,358.0,234.0,0.17,4.67,,7.52,3.64,25.46
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 15:00:00,31.57,9336.0,6099.0,5.21,,0.29,,,
T1,การท่าเรือ,2023-09-01 15:00:00,30.63,962.0,629.0,0.47,,,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 15:00:00,31.33,530.0,347.0,0.25,2.7,,7.09,19.46,14.98
T1,การท่าเรือ,2023-09-01 15:00:00,31.1,1091.0,713.0,0.54,,,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 16:00:00,31.46,8047.0,5257.0,4.44,,1.01,,,
T1,การท่าเรือ,2023-09-01 16:00:00,30.71,1036.0,677.0,0.51,,,,,
S1,สำแล,2023-09-01 16:00:00,31.95,456.0,291.9,0.21,8.95,0.59,8.02,27.96,24.16
S4,วัดมะขาม,2023-09-01 16:00:00,31.65,474.0,303.5,0.22,7.4,0.57,7.71,37.77,15.41
S1,สำแล,2023-09-01 16:00:00,32.05,491.0,314.8,0.23,8.9,0.59,7.89,30.2,28.68
S5,วัดโพธิ์แตงเหนือ,2023-09-01 16:00:00,32.35,363.0,232.9,0.17,9.05,0.41,8.31,10.27,13.67
T1,การท่าเรือ,2023-09-01 16:00:00,31.09,835.0,545.0,0.41,,,,,
S6,คลองลัดโพธิ์,2023-09-01 16:00:00,30.74,749.0,490.0,0.36,,0.51,,,
S4,วัดมะขาม,2023-09-01 16:00:00,31.69,457.0,293.0,0.21,7.93,0.57,7.81,45.8,12.26
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 16:00:00,31.49,6294.0,4112.0,3.41,,0.64,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 16:00:00,31.36,531.0,347.0,0.25,2.89,,7.12,22.73,15.1
T4,สะพานพระนั่งเกล้า,2023-09-01 16:00:00,31.2,532.0,347.0,0.25,2.72,,7.11,18.9,20.75
S6,คลองลัดโพธิ์,2023-09-01 16:00:00,30.86,759.0,500.0,0.37,,0.11,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 16:00:00,32.07,362.0,231.8,0.17,8.9,0.42,8.25,11.02,13.45
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 17:00:00,30.94,598.0,390.0,0.29,,0.51,,,
S4,วัดมะขาม,2023-09-01 17:00:00,31.72,442.0,283.5,0.21,8.31,0.46,7.92,50.91,12.73
S4,วัดมะขาม,2023-09-01 17:00:00,31.63,449.0,287.6,0.21,7.73,0.52,7.82,42.43,19.2
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 17:00:00,31.44,9020.0,5894.0,5.02,,1.66,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 17:00:00,31.18,530.0,346.0,0.25,2.68,,7.09,13.01,16.5
T4,สะพานพระนั่งเกล้า,2023-09-01 17:00:00,31.32,530.0,346.0,0.25,2.87,,7.1,16.06,14.91
S6,คลองลัดโพธิ์,2023-09-01 17:00:00,30.82,731.0,480.0,0.35,,0.97,,,
T1,การท่าเรือ,2023-09-01 17:00:00,31.09,924.0,603.0,0.45,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 17:00:00,30.75,608.0,400.0,0.29,,0.88,,,
T1,การท่าเรือ,2023-09-01 17:00:00,30.61,774.0,506.0,0.38,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 17:00:00,32.0,361.0,231.3,0.17,8.72,0.28,8.21,11.43,14.55
S6,คลองลัดโพธิ์,2023-09-01 17:00:00,30.75,783.0,510.0,0.38,,1.33,,,
S1,สำแล,2023-09-01 17:00:00,32.04,489.0,312.9,0.23,8.53,0.48,7.85,27.23,25.53
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 17:00:00,31.5,6831.0,4463.0,3.73,,1.25,,,
S1,สำแล,2023-09-01 17:00:00,31.91,483.0,309.3,0.23,8.19,0.45,7.8,28.11,26.44
S5,วัดโพธิ์แตงเหนือ,2023-09-01 17:00:00,32.12,364.0,233.1,0.17,8.54,0.29,8.19,9.89,15.26
S1,สำแล,2023-09-01 18:00:00,31.74,402.0,257.8,0.19,8.39,0.74,8.03,23.07,18.33
S4,วัดมะขาม,2023-09-01 18:00:00,31.71,429.0,274.7,0.2,7.99,0.62,7.88,48.48,16.76
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 18:00:00,31.49,8202.0,5360.0,4.53,,1.91,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 18:00:00,32.15,362.0,231.7,0.17,8.47,0.26,8.21,12.21,13.8
S6,คลองลัดโพธิ์,2023-09-01 18:00:00,30.82,726.0,470.0,0.35,,1.55,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 18:00:00,30.71,612.0,400.0,0.29,,1.44,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 18:00:00,31.3,529.0,346.0,0.25,2.73,,7.09,19.06,13.23
T1,การท่าเรือ,2023-09-01 18:00:00,31.17,1169.0,764.0,0.58,,,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 18:00:00,31.57,11618.0,7591.0,6.59,,2.12,,,
T1,การท่าเรือ,2023-09-01 18:00:00,30.72,740.0,483.0,0.36,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 18:00:00,31.79,360.0,230.7,0.17,7.67,0.18,8.03,15.09,14.76
S6,คลองลัดโพธิ์,2023-09-01 18:00:00,30.79,829.0,540.0,0.4,,1.88,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 18:00:00,30.9,599.0,390.0,0.29,,1.11,,,
S4,วัดมะขาม,2023-09-01 18:00:00,31.65,429.0,274.7,0.2,8.0,0.89,7.88,44.87,12.9
T4,สะพานพระนั่งเกล้า,2023-09-01 18:00:00,31.15,529.0,346.0,0.25,2.56,,7.07,20.97,14.11
S1,สำแล,2023-09-01 18:00:00,31.8,442.0,283.1,0.21,8.24,0.5,7.92,26.11,21.91
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 19:00:00,30.66,618.0,400.0,0.3,,1.84,,,
S4,วัดมะขาม,2023-09-01 19:00:00,31.63,421.0,269.9,0.2,8.37,1.17,7.99,35.84,11.68
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 19:00:00,31.76,11729.0,7665.0,6.66,,2.19,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 19:00:00,31.3,530.0,346.0,0.25,2.71,,7.08,19.04,15.02
S6,คลองลัดโพธิ์,2023-09-01 19:00:00,30.86,810.0,530.0,0.39,,2.04,,,
T1,การท่าเรือ,2023-09-01 19:00:00,31.27,2127.0,1390.0,1.08,,,,,
T1,การท่าเรือ,2023-09-01 19:00:00,31.3,4126.0,2696.0,2.18,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 19:00:00,31.59,359.0,229.8,0.17,6.6,0.39,7.83,9.94,13.55
S1,สำแล,2023-09-01 19:00:00,31.75,415.0,265.6,0.19,8.52,1.13,8.03,29.83,21.41
S6,คลองลัดโพธิ์,2023-09-01 19:00:00,30.87,1042.0,680.0,0.51,,2.27,,,
S1,สำแล,2023-09-01 19:00:00,31.7,416.0,266.3,0.19,8.2,0.9,7.97,26.84,20.03
T4,สะพานพระนั่งเกล้า,2023-09-01 19:00:00,31.13,530.0,347.0,0.25,2.34,,7.07,17.05,13.5
S4,วัดมะขาม,2023-09-01 19:00:00,31.7,427.0,273.8,0.2,7.49,1.0,7.75,39.62,11.86
S5,วัดโพธิ์แตงเหนือ,2023-09-01 19:00:00,31.53,364.0,233.2,0.17,6.05,0.61,7.7,11.01,20.23
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 19:00:00,31.86,14715.0,9617.0,8.51,,2.35,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 19:00:00,30.86,604.0,390.0,0.29,,1.64,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 20:00:00,30.79,612.0,400.0,0.29,,1.88,,,
S4,วัดมะขาม,2023-09-01 20:00:00,31.68,423.0,271.2,0.2,8.42,1.23,8.0,35.71,21.84
S6,คลองลัดโพธิ์,2023-09-01 20:00:00,30.94,992.0,650.0,0.49,,2.28,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 20:00:00,30.61,629.0,410.0,0.3,,2.0,,,
T1,การท่าเรือ,2023-09-01 20:00:00,31.33,3399.0,2221.0,1.77,,,,,
T3,วัดบ้านแป้ง,2023-09-01 20:00:00,31.98,331.0,216.0,0.16,4.52,,7.52,4.04,28.26
T3,วัดบ้านแป้ง,2023-09-01 20:00:00,31.94,323.0,211.0,0.15,4.58,,7.53,4.05,33.72
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 20:00:00,32.0,15661.0,10236.0,9.11,,2.35,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 20:00:00,31.38,364.0,233.3,0.17,6.02,0.72,7.71,11.06,16.85
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 20:00:00,32.1,17828.0,11654.0,10.49,,2.52,,,
S6,คลองลัดโพธิ์,2023-09-01 20:00:00,30.98,1723.0,1130.0,0.87,,2.43,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 20:00:00,31.11,532.0,348.0,0.26,1.97,,7.05,19.65,13.92
S4,วัดมะขาม,2023-09-01 20:00:00,31.53,442.0,282.9,0.21,8.07,1.39,7.91,37.85,16.41
S1,สำแล,2023-09-01 20:00:00,31.68,418.0,268.1,0.2,8.17,1.25,7.97,42.01,19.84
S5,วัดโพธิ์แตงเหนือ,2023-09-01 20:00:00,31.49,365.0,234.0,0.17,6.32,0.88,7.75,10.64,16.36
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 21:00:00,32.21,18618.0,12171.0,10.99,,2.3,,,
S6,คลองลัดโพธิ์,2023-09-01 21:00:00,31.0,1410.0,920.0,0.7,,2.36,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 21:00:00,31.46,365.0,234.0,0.17,6.38,1.1,7.77,11.05,16.53
T1,การท่าเรือ,2023-09-01 21:00:00,31.38,4855.0,3172.0,2.59,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 21:00:00,30.61,654.0,430.0,0.32,,2.1,,,
S6,คลองลัดโพธิ์,2023-09-01 21:00:00,31.09,3021.0,1970.0,1.56,,2.44,,,
T1,การท่าเรือ,2023-09-01 21:00:00,31.42,7706.0,5029.0,4.23,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 21:00:00,31.46,368.0,236.0,0.17,6.22,0.96,7.75,11.88,15.92
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 21:00:00,30.76,624.0,410.0,0.3,,1.99,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 21:00:00,31.04,537.0,351.0,0.26,1.42,,7.05,13.23,13.91
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 21:00:00,32.53,20674.0,13518.0,12.32,,2.28,,,
S4,วัดมะขาม,2023-09-01 21:00:00,31.67,440.0,282.1,0.21,8.27,1.45,7.95,40.69,14.04
S6,คลองลัดโพธิ์,2023-09-01 22:00:00,31.15,4162.0,2720.0,2.2,,2.13,,,
S6,คลองลัดโพธิ์,2023-09-01 22:00:00,31.08,2197.0,1440.0,1.12,,2.2,,,
T3,วัดบ้านแป้ง,2023-09-01 22:00:00,31.96,307.0,200.0,0.14,4.62,,7.55,3.61,21.28
T3,วัดบ้านแป้ง,2023-09-01 22:00:00,31.93,300.0,197.0,0.14,4.41,,7.53,3.71,23.87
S1,สำแล,2023-09-01 22:00:00,31.54,442.0,283.2,0.21,8.21,1.8,7.96,46.9,26.53
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 22:00:00,32.4,20248.0,13238.0,12.04,,1.9,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 22:00:00,32.21,19104.0,12488.0,11.3,,1.91,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 22:00:00,30.74,642.0,420.0,0.31,,1.94,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 22:00:00,30.64,702.0,460.0,0.34,,1.94,,,
T1,การท่าเรือ,2023-09-01 22:00:00,31.42,6202.0,4052.0,3.36,,,,,
T1,การท่าเรือ,2023-09-01 22:00:00,31.44,8821.0,5763.0,4.9,,,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 22:00:00,31.2,534.0,349.0,0.26,1.47,,7.07,14.56,28.84
S5,วัดโพธิ์แตงเหนือ,2023-09-01 22:00:00,31.49,365.0,233.8,0.17,6.52,1.1,7.81,10.72,16.4
S4,วัดมะขาม,2023-09-01 22:00:00,31.37,484.0,310.0,0.23,6.12,1.76,7.55,32.37,9.68
S4,วัดมะขาม,2023-09-01 22:00:00,31.59,466.0,298.7,0.22,6.97,1.63,7.62,37.5,10.38
S5,วัดโพธิ์แตงเหนือ,2023-09-01 22:00:00,31.47,365.0,233.8,0.17,6.42,1.14,7.78,9.85,17.07
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 23:00:00,32.08,19180.0,12538.0,11.36,,1.37,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 23:00:00,30.68,765.0,500.0,0.37,,1.65,,,
T3,วัดบ้านแป้ง,2023-09-01 23:00:00,31.98,298.0,195.0,0.14,4.46,,7.53,3.52,21.75
S6,คลองลัดโพธิ์,2023-09-01 23:00:00,31.16,4545.0,2970.0,2.41,,1.69,,,
S6,คลองลัดโพธิ์,2023-09-01 23:00:00,31.12,2827.0,1850.0,1.46,,1.69,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 23:00:00,32.34,20516.0,13419.0,12.22,,1.42,,,
S4,วัดมะขาม,2023-09-01 23:00:00,31.49,486.0,311.3,0.23,5.83,1.74,7.45,37.5,14.1
T4,สะพานพระนั่งเกล้า,2023-09-01 23:00:00,31.14,537.0,351.0,0.26,1.13,,7.06,19.27,18.49
T3,วัดบ้านแป้ง,2023-09-01 23:00:00,31.92,306.0,200.0,0.14,4.68,,7.55,3.41,21.37
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 23:00:00,30.72,683.0,450.0,0.33,,1.72,,,
S1,สำแล,2023-09-01 23:00:00,31.65,450.0,288.3,0.21,8.3,1.78,7.96,47.14,22.71
S5,วัดโพธิ์แตงเหนือ,2023-09-01 23:00:00,31.52,363.0,232.4,0.17,6.52,1.14,7.81,13.71,15.73
S5,วัดโพธิ์แตงเหนือ,2023-09-01 23:00:00,31.49,365.0,234.1,0.17,6.39,1.2,7.78,10.92,16.3
T4,สะพานพระนั่งเกล้า,2023-09-02 00:00:00,31.1,540.0,353.0,0.26,1.0,,7.06,16.73,11.92
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 00:00:00,30.68,786.0,510.0,0.38,,1.27,,,
S6,คลองลัดโพธิ์,2023-09-02 00:00:00,31.02,2524.0,1650.0,1.29,,1.23,,,
S1,สำแล,2023-09-02 00:00:00,31.39,487.0,311.8,0.23,6.47,1.8,7.57,34.7,27.98
T3,วัดบ้านแป้ง,2023-09-02 00:00:00,31.89,308.0,201.0,0.15,4.71,,7.56,3.58,22.69
T1,การท่าเรือ,2023-09-02 00:00:00,31.12,6805.0,4445.0,3.71,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-02 00:00:00,31.5,365.0,234.2,0.17,6.39,1.24,7.78,10.32,15.78
S4,วัดมะขาม,2023-09-02 00:00:00,31.42,514.0,329.0,0.24,4.71,1.71,7.32,29.83,12.81
S6,คลองลัดโพธิ์,2023-09-02 00:00:00,31.05,3910.0,2550.0,2.06,,1.31,,,
T1,การท่าเรือ,2023-09-02 00:00:00,31.27,5439.0,3554.0,2.92,,,,,
T4,สะพานพระนั่งเกล้า,2023-09-02 00:00:00,30.91,550.0,359.0,0.26,0.51,,7.03,20.74,12.13
T2,โรงไฟฟ้าพระนครใต้,2023-09-02 00:00:00,31.91,18473.0,12074.0,10.9,,0.91,,,
S1,สำแล,2023-09-02 00:00:00,31.57,471.0,301.7,0.22,7.16,1.79,7.69,39.01,26.21
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 00:00:00,30.73,700.0,460.0,0.34,,1.2,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-02 00:00:00,32.17,19768.0,12922.0,11.73,,1.1,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-02 00:00:00,31.51,363.0,232.6,0.17,6.58,1.18,7.82,11.19,15.76
S5,วัดโพธิ์แตงเหนือ,2023-09-02 01:00:00,31.5,366.0,234.4,0.17,6.32,1.17,7.81,13.71,9.68
S6,คลองลัดโพธิ์,2023-09-02 01:00:00,30.96,2218.0,1450.0,1.13,,0.84,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-02 01:00:00,31.51,363.0,232.9,0.17,6.42,1.14,7.82,12.35,11.91
S1,สำแล,2023-09-02 01:00:00,31.35,499.0,319.7,0.23,5.85,1.68,7.48,32.35,20.43
T4,สะพานพระนั่งเกล้า,2023-09-02 01:00:00,30.9,548.0,358.0,0.26,0.55,,7.03,18.0,7.64
S4,วัดมะขาม,2023-09-02 01:00:00,31.23,533.0,341.7,0.25,3.51,1.57,7.23,24.19,12.84
S6,คลองลัดโพธิ์,2023-09-02 01:00:00,30.99,3580.0,2340.0,1.87,,1.08,,,
T4,สะพานพระนั่งเกล้า,2023-09-02 01:00:00,31.08,540.0,353.0,0.26,0.95,,7.06,20.44,9.4
T3,วัดบ้านแป้ง,2023-09-02 01:00:00,31.9,301.0,197.0,0.14,4.51,,7.54,3.18,21.37
T2,โรงไฟฟ้าพระนครใต้,2023-09-02 01:00:00,31.29,19599.0,12799.0,11.63,,0.88,,,
S1,สำแล,2023-09-02 01:00:00,31.51,485.0,310.4,0.23,6.41,1.6,7.53,34.96,23.42
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 01:00:00,30.7,692.0,450.0,0.33,,0.88,,,
T3,วัดบ้านแป้ง,2023-09-02 01:00:00,31.84,309.0,203.0,0.15,4.65,,7.55,3.52,22.91
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 01:00:00,30.66,775.0,510.0,0.38,,1.04,,,
S4,วัดมะขาม,2023-09-02 02:00:00,31.34,523.0,335.0,0.25,3.55,1.32,7.21,25.64,9.46
T2,โรงไฟฟ้าพระนครใต้,2023-09-02 02:00:00,30.88,19574.0,12782.0,11.62,,0.78,,,
S1,สำแล,2023-09-02 02:00:00,31.51,457.0,293.1,0.21,7.32,1.39,7.75,37.76,21.16
S5,วัดโพธิ์แตงเหนือ,2023-09-02 02:00:00,31.48,367.0,234.9,0.17,6.37,1.09,7.79,8.56,12.84
S6,คลองลัดโพธิ์,2023-09-02 02:00:00,30.93,2788.0,1820.0,1.44,,0.91,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-02 02:00:00,31.47,363.0,232.9,0.17,6.58,1.08,7.84,10.18,11.99
T2,โรงไฟฟ้าพระนครใต้,2023-09-02 02:00:00,31.17,15068.0,9844.0,8.74,,0.4,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 02:00:00,30.69,661.0,430.0,0.32,,0.62,,,
S6,คลองลัดโพธิ์,2023-09-02 02:00:00,30.94,1860.0,1210.0,0.94,,0.58,,,
T3,วัดบ้านแป้ง,2023-09-02 02:00:00,31.83,310.0,202.0,0.15,4.75,,7.56,3.35,20.04
T1,การท่าเรือ,2023-09-02 02:00:00,31.1,3312.0,2164.0,1.72,,,,,
S4,วัดมะขาม,2023-09-02 02:00:00,31.2,533.0,341.3,0.25,3.3,1.43,7.22,25.33,10.1
S1,สำแล,2023-09-02 02:00:00,31.38,466.0,298.5,0.22,6.79,1.52,7.68,36.07,23.29
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 02:00:00,30.62,734.0,480.0,0.36,,0.87,,,
T3,วัดบ้านแป้ง,2023-09-02 02:00:00,31.86,304.0,199.0,0.14,4.69,,7.56,3.41,20.19
T4,สะพานพระนั่งเกล้า,2023-09-02 03:00:00,31.05,537.0,351.0,0.26,1.04,,7.06,15.22,12.39
S6,คลองลัดโพธิ์,2023-09-02 03:00:00,30.9,2270.0,1480.0,1.16,,0.84,,,
S4,วัดมะขาม,2023-09-02 03:00:00,31.32,514.0,329.1,0.24,3.81,1.16,7.24,23.94,9.34
T1,การท่าเรือ,2023-09-02 03:00:00,31.01,2407.0,1572.0,1.23,,,,,
T1,การท่าเรือ,2023-09-02 03:00:00,31.06,4108.0,2688.0,2.17,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 03:00:00,30.58,683.0,450.0,0.33,,0.8,,,
T3,วัดบ้านแป้ง,2023-09-02 03:00:00,31.8,308.0,200.0,0.15,4.52,,7.53,3.05,21.18
S5,วัดโพธิ์แตงเหนือ,2023-09-02 03:00:00,31.4,366.0,234.3,0.17,6.29,1.06,7.75,9.33,12.95
S5,วัดโพธิ์แตงเหนือ,2023-09-02 03:00:00,31.43,364.0,233.3,0.17,6.51,0.97,7.78,12.18,13.56
S6,คลองลัดโพธิ์,2023-09-02 03:00:00,30.87,1391.0,910.0,0.69,,0.47,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-02 03:00:00,31.35,15615.0,10202.0,9.08,,0.85,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 03:00:00,30.68,634.0,410.0,0.31,,0.51,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-02 03:00:00,31.18,12988.0,8484.0,7.44,,0.47,,,
S1,สำแล,2023-09-02 03:00:00,31.48,443.0,283.8,0.21,7.39,1.23,7.8,35.56,26.89
T3,วัดบ้านแป้ง,2023-09-02 03:00:00,31.76,312.0,205.0,0.15,4.59,,7.53,3.13,20.73
S1,สำแล,2023-09-02 03:00:00,31.39,453.0,289.9,0.21,7.01,1.42,7.72,41.06,23.48
S5,วัดโพธิ์แตงเหนือ,2023-09-02 04:00:00,31.38,359.0,230.2,0.17,6.02,0.82,7.71,9.89,13.37
T2,โรงไฟฟ้าพระนครใต้,2023-09-02 04:00:00,31.38,14303.0,9345.0,8.26,,1.31,,,
T4,สะพานพระนั่งเกล้า,2023-09-02 04:00:00,31.08,533.0,348.0,0.26,1.27,,7.08,15.53,11.12
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 04:00:00,30.68,623.0,410.0,0.3,,0.45,,,
T4,สะพานพระนั่งเกล้า,2023-09-02 04:00:00,30.89,538.0,352.0,0.26,0.83,,7.05,18.78,10.6
S1,สำแล,2023-09-02 04:00:00,31.35,454.0,290.8,0.21,6.83,1.3,7.68,36.51,25.28
S1,สำแล,2023-09-02 04:00:00,31.4,444.0,284.6,0.21,6.99,1.09,7.71,32.83,30.98
T3,วัดบ้านแป้ง,2023-09-02 04:00:00,31.68,306.0,201.0,0.14,4.53,,7.53,3.28,22.84
T2,โรงไฟฟ้าพระนครใต้,2023-09-02 04:00:00,30.98,11413.0,7454.0,6.47,,0.89,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-02 04:00:00,30.55,655.0,430.0,0.32,,0.8,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-02 04:00:00,31.36,363.0,232.6,0.17,6.09,0.95,7.71,11.12,14.4
S4,วัดมะขาม,2023-09-02 04:00:00,31.19,521.0,333.8,0.25,3.59,1.2,7.26,24.02,8.79
