stn_id,stn_name,datetimes,temp,conducted,tds,salinity,deo,depth,ph,nh4,turbid
T3,วัดบ้านแป้ง,2023-09-23 00:00:00,31.13,242.0,158.0,0.11,4.17,,7.25,3.23,73.31
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 00:00:00,30.66,369.0,240.0,0.17,,1.63,,,
S1,สำแล,2023-09-23 00:00:00,31.12,293.0,187.6,0.14,2.95,2.4,7.02,3.98,56.95
S5,วัดโพธิ์แตงเหนือ,2023-09-23 00:00:00,31.06,264.0,169.5,0.12,3.22,1.7,7.02,2.82,92.34
T4,สะพานพระนั่งเกล้า,2023-09-23 00:00:00,30.98,317.0,208.0,0.15,2.36,,7.14,2.72,24.32
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 00:00:00,30.67,454.0,296.0,0.22,,,,,
S3,วัดไผ่ล้อม,2023-09-23 00:00:00,31.19,286.0,183.6,0.13,2.99,1.32,7.33,3.32,57.46
T1,การท่าเรือ,2023-09-23 00:00:00,30.09,512.0,335.0,0.25,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 01:00:00,31.05,267.0,171.3,0.12,3.21,1.66,7.02,2.78,92.21
T4,สะพานพระนั่งเกล้า,2023-09-23 01:00:00,30.94,319.0,207.0,0.15,2.38,,7.14,2.66,26.26
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 01:00:00,30.64,364.0,240.0,0.17,,1.3,,,
S6,คลองลัดโพธิ์,2023-09-23 01:00:00,30.64,347.0,230.0,0.16,,1.1,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 01:00:00,30.49,510.0,333.0,0.24,,,,,
T3,วัดบ้านแป้ง,2023-09-23 01:00:00,31.12,244.0,159.0,0.11,4.18,,7.25,3.27,70.86
T1,การท่าเรือ,2023-09-23 01:00:00,30.31,502.0,328.0,0.24,,,,,
S1,สำแล,2023-09-23 01:00:00,31.14,291.0,186.8,0.14,2.95,2.34,7.01,4.07,57.23
S3,วัดไผ่ล้อม,2023-09-23 01:00:00,31.19,285.0,182.7,0.13,3.01,1.3,7.34,3.59,63.72
T1,การท่าเรือ,2023-09-23 02:00:00,30.33,493.0,322.0,0.24,,,,,
S3,วัดไผ่ล้อม,2023-09-23 02:00:00,31.16,285.0,182.5,0.13,3.05,1.31,7.27,3.66,67.6
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 02:00:00,30.64,368.0,240.0,0.17,,1.0,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 02:00:00,30.9,325.0,212.0,0.15,2.48,,7.12,2.85,29.42
S6,คลองลัดโพธิ์,2023-09-23 02:00:00,30.58,357.0,230.0,0.17,,0.75,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 02:00:00,31.05,267.0,170.8,0.12,3.22,1.58,7.03,2.78,94.28
S4,วัดมะขาม,2023-09-23 02:00:00,31.03,291.0,186.4,0.14,2.76,1.99,7.05,3.31,50.73
T3,วัดบ้านแป้ง,2023-09-23 02:00:00,31.08,246.0,161.0,0.12,4.08,,7.23,3.27,71.61
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 02:00:00,30.19,522.0,341.0,0.25,,,,,
S1,สำแล,2023-09-23 02:00:00,31.14,291.0,186.6,0.14,2.93,2.21,7.03,4.17,56.1
S6,คลองลัดโพธิ์,2023-09-23 03:00:00,30.49,374.0,240.0,0.18,,0.49,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 03:00:00,30.95,323.0,211.0,0.15,2.52,,7.13,2.75,32.59
T1,การท่าเรือ,2023-09-23 03:00:00,30.04,490.0,320.0,0.23,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 03:00:00,30.65,372.0,240.0,0.18,,0.77,,,
S1,สำแล,2023-09-23 03:00:00,31.16,289.0,185.3,0.13,2.93,2.1,7.02,4.08,63.91
S3,วัดไผ่ล้อม,2023-09-23 03:00:00,31.14,284.0,182.1,0.13,3.04,1.3,7.07,3.5,67.77
T3,วัดบ้านแป้ง,2023-09-23 03:00:00,31.04,248.0,163.0,0.12,4.03,,7.23,3.28,67.43
S5,วัดโพธิ์แตงเหนือ,2023-09-23 03:00:00,31.02,267.0,171.1,0.12,3.14,1.48,7.02,2.71,94.32
S3,วัดไผ่ล้อม,2023-09-23 04:00:00,31.12,283.0,181.6,0.13,3.02,1.27,7.07,3.72,68.28
T4,สะพานพระนั่งเกล้า,2023-09-23 04:00:00,30.94,335.0,219.0,0.16,2.49,,7.13,3.32,32.64
S1,สำแล,2023-09-23 04:00:00,31.19,287.0,184.0,0.13,2.96,1.96,7.0,4.21,69.33
T3,วัดบ้านแป้ง,2023-09-23 04:00:00,30.98,250.0,163.0,0.12,4.02,,7.23,3.23,69.32
S5,วัดโพธิ์แตงเหนือ,2023-09-23 04:00:00,31.01,266.0,170.6,0.12,3.12,1.38,7.02,2.74,93.48
S6,คลองลัดโพธิ์,2023-09-23 04:00:00,30.52,376.0,250.0,0.18,,0.29,,,
S4,วัดมะขาม,2023-09-23 04:00:00,31.06,286.0,183.2,0.13,2.8,1.75,7.04,3.77,64.84
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 04:00:00,30.61,368.0,240.0,0.17,,0.6,,,
T1,การท่าเรือ,2023-09-23 04:00:00,30.33,491.0,320.0,0.23,,,,,
T3,วัดบ้านแป้ง,2023-09-23 05:00:00,30.91,251.0,164.0,0.12,4.04,,7.23,3.45,69.93
S4,วัดมะขาม,2023-09-23 05:00:00,31.08,285.0,182.7,0.13,2.77,1.63,7.04,3.28,66.67
T1,การท่าเรือ,2023-09-23 05:00:00,30.14,496.0,324.0,0.24,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 05:00:00,31.0,264.0,169.3,0.12,3.15,1.29,7.01,2.64,104.8
S6,คลองลัดโพธิ์,2023-09-23 05:00:00,30.53,375.0,240.0,0.18,,0.15,,,
S1,สำแล,2023-09-23 05:00:00,31.18,287.0,183.9,0.13,2.96,1.84,7.01,4.15,78.68
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 05:00:00,30.58,366.0,240.0,0.17,,0.45,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 05:00:00,30.94,333.0,218.0,0.16,2.5,,7.12,3.36,37.73
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 06:00:00,30.6,360.0,230.0,0.17,,0.36,,,
T3,วัดบ้านแป้ง,2023-09-23 06:00:00,30.85,252.0,165.0,0.12,4.07,,7.23,3.51,75.47
S3,วัดไผ่ล้อม,2023-09-23 06:00:00,31.07,283.0,181.1,0.13,3.04,1.08,7.08,3.45,81.79
S1,สำแล,2023-09-23 06:00:00,31.15,289.0,185.1,0.13,2.96,1.75,7.0,4.09,79.9
T4,สะพานพระนั่งเกล้า,2023-09-23 06:00:00,30.97,330.0,216.0,0.16,2.59,,7.13,3.21,36.95
S6,คลองลัดโพธิ์,2023-09-23 06:00:00,30.48,374.0,240.0,0.18,,0.16,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 06:00:00,29.71,955.0,623.0,0.47,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 06:00:00,30.98,263.0,168.7,0.12,3.17,1.19,7.02,2.63,97.03
T1,การท่าเรือ,2023-09-23 06:00:00,30.18,503.0,329.0,0.24,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 07:00:00,30.57,359.0,230.0,0.17,,0.45,,,
S1,สำแล,2023-09-23 07:00:00,31.12,287.0,184.0,0.13,2.97,1.68,6.99,4.23,86.3
T1,การท่าเรือ,2023-09-23 07:00:00,29.94,513.0,335.0,0.25,,,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 07:00:00,30.96,327.0,215.0,0.16,2.65,,7.1,3.43,44.19
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 07:00:00,30.59,411.0,269.0,0.2,,,,,
T3,วัดบ้านแป้ง,2023-09-23 07:00:00,30.81,250.0,164.0,0.12,4.08,,7.23,3.85,84.18
S5,วัดโพธิ์แตงเหนือ,2023-09-23 07:00:00,30.99,263.0,168.4,0.12,3.17,1.11,7.01,2.72,102.8
S6,คลองลัดโพธิ์,2023-09-23 07:00:00,30.5,373.0,240.0,0.18,,0.45,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 08:00:00,30.62,351.0,230.0,0.17,,0.75,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 08:00:00,30.99,329.0,215.0,0.16,2.7,,7.11,3.22,33.79
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 08:00:00,30.58,447.0,292.0,0.21,,,,,
T3,วัดบ้านแป้ง,2023-09-23 08:00:00,30.81,251.0,164.0,0.12,4.1,,7.23,3.79,88.56
S3,วัดไผ่ล้อม,2023-09-23 08:00:00,31.04,276.0,177.2,0.13,3.0,0.96,7.12,3.57,88.85
S6,คลองลัดโพธิ์,2023-09-23 08:00:00,30.56,368.0,240.0,0.17,,0.98,,,
S1,สำแล,2023-09-23 08:00:00,31.1,283.0,181.3,0.13,3.02,1.57,6.99,3.95,92.68
S5,วัดโพธิ์แตงเหนือ,2023-09-23 08:00:00,31.02,262.0,167.9,0.12,3.23,1.05,7.0,2.73,101.4
S4,วัดมะขาม,2023-09-23 08:00:00,31.13,284.0,181.9,0.13,2.68,1.42,7.03,3.99,63.21
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 09:00:00,30.72,344.0,220.0,0.16,,1.23,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 09:00:00,31.03,326.0,213.0,0.15,2.67,,7.11,3.31,36.51
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 09:00:00,30.67,413.0,270.0,0.2,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 09:00:00,31.09,263.0,168.4,0.12,3.28,1.0,7.01,2.9,102.0
T1,การท่าเรือ,2023-09-23 09:00:00,29.77,536.0,350.0,0.26,,,,,
T3,วัดบ้านแป้ง,2023-09-23 09:00:00,30.89,254.0,167.0,0.12,4.05,,7.23,3.85,85.74
S1,สำแล,2023-09-23 09:00:00,31.11,280.0,179.2,0.13,3.02,1.56,6.99,3.81,93.95
S3,วัดไผ่ล้อม,2023-09-23 09:00:00,31.1,278.0,178.3,0.13,2.96,0.93,7.09,3.55,89.19
S6,คลองลัดโพธิ์,2023-09-23 09:00:00,30.68,361.0,240.0,0.17,,1.52,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 10:00:00,30.78,343.0,220.0,0.16,,1.58,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 10:00:00,31.07,322.0,210.0,0.15,2.58,,7.11,3.98,30.26
S4,วัดมะขาม,2023-09-23 10:00:00,31.18,285.0,182.9,0.13,2.53,1.59,7.02,3.7,62.69
T3,วัดบ้านแป้ง,2023-09-23 10:00:00,31.05,260.0,169.0,0.12,4.1,,7.24,3.97,91.21
T1,การท่าเรือ,2023-09-23 10:00:00,30.28,557.0,363.0,0.27,,,,,
S3,วัดไผ่ล้อม,2023-09-23 10:00:00,31.16,278.0,178.3,0.13,2.99,0.99,7.08,3.59,94.01
S5,วัดโพธิ์แตงเหนือ,2023-09-23 10:00:00,31.2,264.0,169.1,0.12,3.24,1.0,7.0,2.93,104.2
S6,คลองลัดโพธิ์,2023-09-23 10:00:00,30.71,361.0,240.0,0.17,,1.82,,,
S6,คลองลัดโพธิ์,2023-09-23 11:00:00,30.67,362.0,240.0,0.17,,2.06,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 11:00:00,30.89,343.0,220.0,0.16,,1.84,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 11:00:00,31.09,320.0,210.0,0.15,2.54,,7.11,3.74,30.44
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 11:00:00,30.7,431.0,282.0,0.21,,,,,
S4,วัดมะขาม,2023-09-23 11:00:00,31.2,283.0,181.6,0.13,2.16,1.79,6.98,3.73,61.94
T3,วัดบ้านแป้ง,2023-09-23 11:00:00,31.16,267.0,175.0,0.13,4.04,,7.23,4.09,88.11
S1,สำแล,2023-09-23 11:00:00,31.14,301.0,193.0,0.14,2.93,1.85,6.96,4.76,87.95
S3,วัดไผ่ล้อม,2023-09-23 11:00:00,31.14,271.0,173.4,0.13,3.02,1.33,7.23,3.3,87.08
T1,การท่าเรือ,2023-09-23 11:00:00,29.51,668.0,436.0,0.32,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 12:00:00,30.81,344.0,220.0,0.16,,1.95,,,
S4,วัดมะขาม,2023-09-23 12:00:00,31.22,290.0,185.7,0.13,1.99,1.98,6.96,3.96,63.59
S5,วัดโพธิ์แตงเหนือ,2023-09-23 12:00:00,31.19,264.0,169.5,0.12,3.18,1.29,7.0,2.82,94.2
T4,สะพานพระนั่งเกล้า,2023-09-23 12:00:00,31.09,321.0,210.0,0.15,2.48,,7.12,2.72,29.42
S1,สำแล,2023-09-23 12:00:00,31.15,280.0,179.6,0.13,2.95,2.05,6.98,3.95,91.98
T1,การท่าเรือ,2023-09-23 12:00:00,29.85,684.0,446.0,0.33,,,,,
S3,วัดไผ่ล้อม,2023-09-23 12:00:00,31.16,276.0,176.7,0.13,2.9,1.33,7.05,3.86,102.7
S6,คลองลัดโพธิ์,2023-09-23 12:00:00,30.68,363.0,240.0,0.17,,2.16,,,
T3,วัดบ้านแป้ง,2023-09-23 12:00:00,31.18,268.0,176.0,0.13,3.98,,7.23,3.97,89.09
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 13:00:00,30.81,344.0,220.0,0.16,,2.0,,,
S6,คลองลัดโพธิ์,2023-09-23 13:00:00,30.81,364.0,240.0,0.17,,2.18,,,
S4,วัดมะขาม,2023-09-23 13:00:00,31.34,288.0,184.3,0.13,2.01,2.09,6.94,4.47,62.48
S5,วัดโพธิ์แตงเหนือ,2023-09-23 13:00:00,31.28,265.0,169.7,0.12,3.1,1.47,7.02,2.78,91.66
T4,สะพานพระนั่งเกล้า,2023-09-23 13:00:00,31.14,319.0,210.0,0.15,2.52,,7.13,3.11,32.21
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 13:00:00,31.77,530.0,346.0,0.25,,,,,
T3,วัดบ้านแป้ง,2023-09-23 13:00:00,31.23,267.0,174.0,0.13,3.92,,7.23,3.96,84.16
S3,วัดไผ่ล้อม,2023-09-23 13:00:00,31.22,272.0,174.3,0.13,2.95,1.31,7.17,3.54,94.94
T1,การท่าเรือ,2023-09-23 13:00:00,30.03,674.0,440.0,0.33,,,,,
S1,สำแล,2023-09-23 13:00:00,31.16,281.0,179.8,0.13,2.91,2.22,6.97,4.14,88.98
T3,วัดบ้านแป้ง,2023-09-23 14:00:00,31.22,261.0,171.0,0.12,3.93,,7.23,3.58,82.71
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 14:00:00,31.72,523.0,342.0,0.25,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 14:00:00,30.81,344.0,220.0,0.16,,1.97,,,
S3,วัดไผ่ล้อม,2023-09-23 14:00:00,31.46,271.0,173.9,0.13,3.08,1.31,7.32,3.78,85.34
T4,สะพานพระนั่งเกล้า,2023-09-23 14:00:00,31.08,320.0,208.0,0.15,2.4,,7.12,3.12,28.13
S5,วัดโพธิ์แตงเหนือ,2023-09-23 14:00:00,31.27,264.0,169.5,0.12,3.3,1.6,7.02,3.16,103.2
S1,สำแล,2023-09-23 14:00:00,31.2,280.0,179.2,0.13,2.89,2.34,6.97,3.93,90.4
S6,คลองลัดโพธิ์,2023-09-23 14:00:00,30.74,366.0,240.0,0.17,,2.1,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 15:00:00,30.75,343.0,220.0,0.16,,1.94,,,
S3,วัดไผ่ล้อม,2023-09-23 15:00:00,31.39,273.0,174.9,0.13,2.84,1.29,7.29,3.6,99.09
S1,สำแล,2023-09-23 15:00:00,31.2,280.0,179.2,0.13,2.86,2.4,6.96,4.2,86.1
S4,วัดมะขาม,2023-09-23 15:00:00,31.48,281.0,179.9,0.13,2.06,2.26,6.96,4.01,70.52
S6,คลองลัดโพธิ์,2023-09-23 15:00:00,30.81,366.0,240.0,0.17,,2.07,,,
T3,วัดบ้านแป้ง,2023-09-23 15:00:00,31.27,256.0,167.0,0.12,3.98,,7.24,3.67,84.03
T4,สะพานพระนั่งเกล้า,2023-09-23 15:00:00,31.2,320.0,209.0,0.15,2.36,,7.12,3.11,31.7
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 15:00:00,31.45,434.0,284.0,0.21,,,,,
T1,การท่าเรือ,2023-09-23 15:00:00,30.16,605.0,395.0,0.29,,,,,
S6,คลองลัดโพธิ์,2023-09-23 16:00:00,30.85,365.0,240.0,0.17,,2.05,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 16:00:00,31.39,430.0,281.0,0.2,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 16:00:00,30.77,346.0,230.0,0.16,,1.92,,,
T1,การท่าเรือ,2023-09-23 16:00:00,30.1,603.0,394.0,0.29,,,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 16:00:00,31.13,320.0,209.0,0.15,2.36,,7.11,3.04,27.95
S5,วัดโพธิ์แตงเหนือ,2023-09-23 16:00:00,31.2,264.0,169.4,0.12,3.16,1.72,7.01,2.7,102.1
S4,วัดมะขาม,2023-09-23 16:00:00,31.9,279.0,178.8,0.13,2.68,2.28,7.0,5.87,69.42
T3,วัดบ้านแป้ง,2023-09-23 16:00:00,31.3,253.0,166.0,0.12,3.96,,7.24,3.73,83.25
S3,วัดไผ่ล้อม,2023-09-23 16:00:00,31.69,275.0,176.5,0.13,3.12,1.3,7.26,3.91,96.64
S1,สำแล,2023-09-23 16:00:00,31.27,278.0,178.4,0.13,2.9,2.43,6.97,4.17,89.58
T1,การท่าเรือ,2023-09-23 17:00:00,30.11,613.0,400.0,0.3,,,,,
T3,วัดบ้านแป้ง,2023-09-23 17:00:00,31.33,252.0,165.0,0.12,3.94,,7.23,3.77,86.03
S1,สำแล,2023-09-23 17:00:00,31.32,279.0,179.0,0.13,2.92,2.43,6.97,4.27,85.8
T4,สะพานพระนั่งเกล้า,2023-09-23 17:00:00,31.14,319.0,209.0,0.15,2.35,,7.11,2.81,30.03
S6,คลองลัดโพธิ์,2023-09-23 17:00:00,30.88,365.0,240.0,0.17,,2.09,,,
S3,วัดไผ่ล้อม,2023-09-23 17:00:00,31.5,273.0,174.8,0.13,3.23,1.28,7.29,3.81,94.91
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 17:00:00,31.1,432.0,282.0,0.21,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 17:00:00,31.24,264.0,169.0,0.12,3.25,1.73,7.0,2.84,96.99
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 17:00:00,30.76,346.0,230.0,0.16,,1.94,,,
S6,คลองลัดโพธิ์,2023-09-23 18:00:00,30.93,363.0,240.0,0.17,,2.01,,,
T3,วัดบ้านแป้ง,2023-09-23 18:00:00,31.31,251.0,164.0,0.12,3.93,,7.23,3.57,80.69
S4,วัดมะขาม,2023-09-23 18:00:00,31.34,281.0,180.0,0.13,2.24,2.27,6.97,3.88,63.54
T1,การท่าเรือ,2023-09-23 18:00:00,30.22,613.0,400.0,0.3,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 18:00:00,31.59,265.0,169.6,0.12,3.34,1.71,7.01,3.53,90.17
S1,สำแล,2023-09-23 18:00:00,31.36,279.0,178.6,0.13,2.99,2.42,6.97,4.44,91.8
T4,สะพานพระนั่งเกล้า,2023-09-23 18:00:00,31.11,319.0,208.0,0.15,2.36,,7.11,2.87,28.51
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 18:00:00,30.75,348.0,230.0,0.17,,1.89,,,
S3,วัดไผ่ล้อม,2023-09-23 18:00:00,31.27,272.0,174.1,0.13,3.0,1.29,7.27,3.44,102.2
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 18:00:00,31.11,429.0,281.0,0.2,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 19:00:00,31.24,266.0,170.6,0.12,3.26,1.73,7.0,3.1,91.87
T4,สะพานพระนั่งเกล้า,2023-09-23 19:00:00,31.1,315.0,206.0,0.15,2.56,,7.11,2.98,30.36
T1,การท่าเรือ,2023-09-23 19:00:00,30.28,605.0,395.0,0.29,,,,,
S1,สำแล,2023-09-23 19:00:00,31.41,280.0,179.3,0.13,3.16,2.43,6.99,4.62,91.81
T3,วัดบ้านแป้ง,2023-09-23 19:00:00,31.27,248.0,162.0,0.12,3.94,,7.23,3.61,81.44
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 19:00:00,30.77,347.0,230.0,0.16,,1.92,,,
S6,คลองลัดโพธิ์,2023-09-23 19:00:00,30.97,364.0,240.0,0.17,,2.05,,,
S3,วัดไผ่ล้อม,2023-09-23 19:00:00,31.19,270.0,173.3,0.13,2.92,1.3,7.27,3.28,96.88
S4,วัดมะขาม,2023-09-23 19:00:00,31.22,276.0,177.0,0.13,2.29,2.26,6.99,3.31,74.56
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 19:00:00,31.03,432.0,283.0,0.21,,,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 20:00:00,30.97,425.0,277.0,0.2,,,,,
S6,คลองลัดโพธิ์,2023-09-23 20:00:00,30.87,364.0,240.0,0.17,,2.1,,,
T3,วัดบ้านแป้ง,2023-09-23 20:00:00,31.22,247.0,161.0,0.12,3.97,,7.23,3.57,79.78
T4,สะพานพระนั่งเกล้า,2023-09-23 20:00:00,31.09,316.0,206.0,0.15,2.51,,7.13,2.91,31.98
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 20:00:00,30.77,348.0,230.0,0.16,,1.95,,,
S1,สำแล,2023-09-23 20:00:00,31.31,276.0,176.8,0.13,2.96,2.42,6.98,4.12,84.52
T1,การท่าเรือ,2023-09-23 20:00:00,30.28,598.0,391.0,0.29,,,,,
S4,วัดมะขาม,2023-09-23 20:00:00,31.19,275.0,176.0,0.13,2.52,2.25,7.01,3.11,80.38
S5,วัดโพธิ์แตงเหนือ,2023-09-23 20:00:00,31.32,267.0,171.2,0.12,3.36,1.71,7.01,3.23,91.97
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 21:00:00,30.86,460.0,301.0,0.22,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 21:00:00,30.8,345.0,230.0,0.16,,1.96,,,
S3,วัดไผ่ล้อม,2023-09-23 21:00:00,31.19,269.0,172.3,0.12,3.03,1.32,7.28,3.39,92.45
S5,วัดโพธิ์แตงเหนือ,2023-09-23 21:00:00,31.22,265.0,169.8,0.12,3.32,1.71,7.0,3.04,86.66
S1,สำแล,2023-09-23 21:00:00,31.21,275.0,176.1,0.13,2.86,2.44,6.97,3.96,92.91
T4,สะพานพระนั่งเกล้า,2023-09-23 21:00:00,31.1,315.0,206.0,0.15,2.47,,7.12,3.4,27.51
T1,การท่าเรือ,2023-09-23 21:00:00,30.31,591.0,386.0,0.28,,,,,
T3,วัดบ้านแป้ง,2023-09-23 21:00:00,31.17,246.0,161.0,0.12,3.88,,7.22,3.48,77.8
S4,วัดมะขาม,2023-09-23 21:00:00,31.18,274.0,175.9,0.13,2.48,2.27,6.98,3.47,71.84
S6,คลองลัดโพธิ์,2023-09-23 21:00:00,30.82,365.0,240.0,0.17,,2.1,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-23 22:00:00,30.85,448.0,293.0,0.21,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 22:00:00,30.77,358.0,230.0,0.17,,1.93,,,
S4,วัดมะขาม,2023-09-23 22:00:00,31.17,274.0,175.4,0.13,2.54,2.28,7.0,3.28,73.48
S3,วัดไผ่ล้อม,2023-09-23 22:00:00,31.19,269.0,172.3,0.12,3.08,1.33,7.29,3.25,95.78
S6,คลองลัดโพธิ์,2023-09-23 22:00:00,30.78,359.0,230.0,0.17,,2.02,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 22:00:00,31.14,264.0,169.4,0.12,3.23,1.72,7.0,2.86,96.76
T1,การท่าเรือ,2023-09-23 22:00:00,30.34,588.0,384.0,0.28,,,,,
T3,วัดบ้านแป้ง,2023-09-23 22:00:00,31.13,243.0,159.0,0.11,3.87,,7.22,3.34,78.62
S6,คลองลัดโพธิ์,2023-09-23 23:00:00,30.74,353.0,230.0,0.17,,1.82,,,
T4,สะพานพระนั่งเกล้า,2023-09-23 23:00:00,31.12,304.0,199.0,0.14,2.56,,7.11,2.59,32.1
S4,วัดมะขาม,2023-09-23 23:00:00,31.18,273.0,175.2,0.13,2.54,2.27,6.99,3.37,85.3
T3,วัดบ้านแป้ง,2023-09-23 23:00:00,31.09,239.0,156.0,0.11,3.9,,7.22,3.07,79.11
S7,สะพานพระพุทธยอดฟ้า,2023-09-23 23:00:00,30.72,369.0,240.0,0.18,,1.8,,,
T1,การท่าเรือ,2023-09-23 23:00:00,30.16,579.0,378.0,0.28,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-23 23:00:00,31.1,265.0,169.8,0.12,3.17,1.72,6.99,2.73,91.6
S6,คลองลัดโพธิ์,2023-09-24 00:00:00,30.68,354.0,230.0,0.17,,1.56,,,
T4,สะพานพระนั่งเกล้า,2023-09-24 00:00:00,31.13,302.0,198.0,0.14,2.71,,7.11,2.61,33.71
S1,สำแล,2023-09-24 00:00:00,31.11,270.0,173.3,0.13,2.91,2.4,6.96,3.6,93.13
T1,การท่าเรือ,2023-09-24 00:00:00,30.18,581.0,380.0,0.28,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-24 00:00:00,31.11,264.0,169.5,0.12,3.25,1.7,7.0,2.85,86.0
T3,วัดบ้านแป้ง,2023-09-24 00:00:00,31.03,232.0,152.0,0.11,4.04,,7.23,3.1,86.26
S7,สะพานพระพุทธยอดฟ้า,2023-09-24 00:00:00,30.73,361.0,240.0,0.17,,1.6,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-24 01:00:00,30.6,431.0,281.0,0.21,,,,,
T3,วัดบ้านแป้ง,2023-09-24 01:00:00,30.96,227.0,149.0,0.11,4.14,,7.23,3.26,86.08
S6,คลองลัดโพธิ์,2023-09-24 01:00:00,30.69,350.0,230.0,0.17,,1.26,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-24 01:00:00,31.1,264.0,169.2,0.12,3.23,1.66,7.0,2.81,90.6
T1,การท่าเรือ,2023-09-24 01:00:00,30.44,554.0,362.0,0.27,,,,,
S3,วัดไผ่ล้อม,2023-09-24 01:00:00,31.19,270.0,173.1,0.13,3.09,1.3,7.32,3.06,93.84
S7,สะพานพระพุทธยอดฟ้า,2023-09-24 01:00:00,30.73,356.0,230.0,0.17,,1.36,,,
S1,สำแล,2023-09-24 01:00:00,31.12,270.0,173.4,0.13,2.92,2.33,6.97,3.66,90.69
T3,วัดบ้านแป้ง,2023-09-24 02:00:00,30.91,227.0,148.0,0.11,4.17,,7.23,3.08,89.82
S6,คลองลัดโพธิ์,2023-09-24 02:00:00,30.72,350.0,230.0,0.17,,0.93,,,
S3,วัดไผ่ล้อม,2023-09-24 02:00:00,31.17,270.0,173.1,0.13,3.08,1.3,7.28,3.06,92.04
S7,สะพานพระพุทธยอดฟ้า,2023-09-24 02:00:00,30.74,349.0,230.0,0.17,,1.12,,,
S1,สำแล,2023-09-24 02:00:00,31.14,271.0,173.8,0.13,2.96,2.23,6.98,3.54,89.41
S5,วัดโพธิ์แตงเหนือ,2023-09-24 02:00:00,31.13,264.0,169.3,0.12,3.26,1.59,7.01,2.82,92.22
T2,โรงไฟฟ้าพระนครใต้,2023-09-24 02:00:00,30.47,437.0,285.0,0.21,,,,,
